hit,time,file,points,state,conf,impact,defect,bottom,dist_mm,threshold,peak_abs,peak_pos,peak_neg,mean,rod_len_mm,defect_true_mm,err_mm,note
75,12:42:15,hit_075_20260730_124215.csv,512,DEFECT,HIGH,0,22,112,217,500000,3266913,2077922,-3266913,-124312.5,,,,好棒 轻轻敲 铁头
76,12:42:16,hit_076_20260730_124216.csv,512,DEFECT,HIGH,0,82,112,702,500000,3008440,2071408,-3008440,-171960.8,,,,好棒 轻轻敲 铁头
77,12:42:16,hit_077_20260730_124216.csv,512,DEFECT,HIGH,0,22,112,217,500000,2897964,2213388,-2897964,-182797.3,,,,好棒 轻轻敲 铁头
78,12:42:16,hit_078_20260730_124216.csv,512,DEFECT,HIGH,0,21,112,207,500000,2802859,2030303,-2802859,-168237.2,,,,好棒 轻轻敲 铁头
79,12:42:17,hit_079_20260730_124217.csv,512,DEFECT,HIGH,0,24,112,237,500000,3029219,2435651,-3029219,-184535.3,,,,好棒 轻轻敲 铁头
80,12:42:17,hit_080_20260730_124217.csv,512,DEFECT,HIGH,0,25,113,245,500000,2519890,2225044,-2519890,-140495.3,,,,好棒 轻轻敲 铁头
81,12:42:17,hit_081_20260730_124217.csv,512,DEFECT,HIGH,0,22,112,217,500000,3271065,2195520,-3271065,-181302.9,,,,好棒 轻轻敲 铁头
82,12:42:18,hit_082_20260730_124218.csv,512,DEFECT,HIGH,0,22,112,217,500000,3125374,2168191,-3125374,-174460.8,,,,好棒 轻轻敲 铁头
83,12:42:18,hit_083_20260730_124218.csv,512,DEFECT,HIGH,0,23,112,227,500000,3296665,2193406,-3296665,-190573.8,,,,好棒 轻轻敲 铁头
84,12:42:18,hit_084_20260730_124218.csv,512,DEFECT,HIGH,0,24,112,237,500000,3362163,2222553,-3362163,-208932.6,,,,好棒 轻轻敲 铁头
85,12:42:18,hit_085_20260730_124218.csv,512,DEFECT,HIGH,0,23,113,225,500000,3214698,2076727,-3214698,-136793.0,,,,好棒 轻轻敲 铁头
86,12:42:21,hit_086_20260730_124221.csv,512,DEFECT,HIGH,0,39,112,386,500000,2597090,2597090,-1926552,-189621.4,,,,好棒 轻轻敲 铁头
