hit,time,file,points,state,conf,impact,defect,bottom,dist_mm,threshold,peak_abs,peak_pos,peak_neg,mean,rod_len_mm,defect_true_mm,err_mm,note
1,17:34:30,hit_001_20260730_173430.csv,512,NORMAL,HIGH,0,0,116,0,500000,5765838,5765838,-3080939,1954637.2,,800,,坏棒 总长 1000 任意重度敲 铁头 800
2,17:34:30,hit_002_20260730_173430.csv,512,NORMAL,HIGH,0,0,116,0,500000,4661444,4661444,-3617190,892593.1,,800,,坏棒 总长 1000 任意重度敲 铁头 800
3,17:34:30,hit_003_20260730_173430.csv,512,NORMAL,HIGH,0,0,115,0,500000,6405068,6405068,-3029255,2153705.8,,800,,坏棒 总长 1000 任意重度敲 铁头 800
4,17:34:30,hit_004_20260730_173430.csv,512,NORMAL,HIGH,0,0,115,0,500000,5868820,5868820,-3399597,1532994.0,,800,,坏棒 总长 1000 任意重度敲 铁头 800
5,17:34:30,hit_005_20260730_173430.csv,512,NORMAL,HIGH,0,0,116,0,500000,5228498,5228498,-3463047,1661770.2,,800,,坏棒 总长 1000 任意重度敲 铁头 800
6,17:34:31,hit_006_20260730_173431.csv,512,NORMAL,HIGH,0,0,119,0,500000,5729480,5729480,-2887531,2109399.6,,800,,坏棒 总长 1000 任意重度敲 铁头 800
7,17:34:31,hit_007_20260730_173431.csv,512,NORMAL,HIGH,0,0,118,0,500000,5105259,5105259,-4030756,555256.9,,800,,坏棒 总长 1000 任意重度敲 铁头 800
8,17:34:31,hit_008_20260730_173431.csv,512,NORMAL,HIGH,0,0,117,0,500000,5329977,5329977,-3819047,1064826.8,,800,,坏棒 总长 1000 任意重度敲 铁头 800
9,17:34:31,hit_009_20260730_173431.csv,512,NORMAL,HIGH,0,0,117,0,500000,6644218,6644218,-3675265,1973436.4,,800,,坏棒 总长 1000 任意重度敲 铁头 800
10,17:34:32,hit_010_20260730_173432.csv,512,NORMAL,HIGH,0,0,116,0,500000,7433769,7433769,-3054599,2786577.8,,800,,坏棒 总长 1000 任意重度敲 铁头 800
